run_id;query_shape;driver;collection_size;depth;filter_count;phase;iteration;duration
4;collection collect all;postgres;100;1;0;build;36;179
4;collection collect all;postgres;100;1;0;exec;36;741
4;collection collect all;postgres;100;1;0;total;36;921
4;collection collect all;mongo;100;1;0;build;36;2667
4;collection collect all;mongo;100;1;0;exec;36;2232
4;collection collect all;mongo;100;1;0;total;36;4900
4;collection collect all;neo4j;100;1;0;build;36;74
4;collection collect all;neo4j;100;1;0;exec;36;8640
4;collection collect all;neo4j;100;1;0;total;36;8714
4;collection collect all;postgres;100;1;0;build;37;178
4;collection collect all;postgres;100;1;0;exec;37;1015
4;collection collect all;postgres;100;1;0;total;37;1194
4;collection collect all;mongo;100;1;0;build;37;2572
4;collection collect all;mongo;100;1;0;exec;37;2218
4;collection collect all;mongo;100;1;0;total;37;4790
4;collection collect all;neo4j;100;1;0;build;37;57
4;collection collect all;neo4j;100;1;0;exec;37;10250
4;collection collect all;neo4j;100;1;0;total;37;10308
4;collection collect all;postgres;100;1;0;build;38;102
4;collection collect all;postgres;100;1;0;exec;38;1145
4;collection collect all;postgres;100;1;0;total;38;1248
4;collection collect all;mongo;100;1;0;build;38;2675
4;collection collect all;mongo;100;1;0;exec;38;2332
4;collection collect all;mongo;100;1;0;total;38;5007
4;collection collect all;neo4j;100;1;0;build;38;61
4;collection collect all;neo4j;100;1;0;exec;38;9312
4;collection collect all;neo4j;100;1;0;total;38;9374
4;collection collect all;postgres;100;1;0;build;39;193
4;collection collect all;postgres;100;1;0;exec;39;891
4;collection collect all;postgres;100;1;0;total;39;1084
4;collection collect all;mongo;100;1;0;build;39;2939
4;collection collect all;mongo;100;1;0;exec;39;2579
4;collection collect all;mongo;100;1;0;total;39;5519
4;collection collect all;neo4j;100;1;0;build;39;63
4;collection collect all;neo4j;100;1;0;exec;39;9943
4;collection collect all;neo4j;100;1;0;total;39;10007
4;collection collect all;postgres;100;1;0;build;40;123
4;collection collect all;postgres;100;1;0;exec;40;846
4;collection collect all;postgres;100;1;0;total;40;970
4;collection collect all;mongo;100;1;0;build;40;3316
4;collection collect all;mongo;100;1;0;exec;40;2609
4;collection collect all;mongo;100;1;0;total;40;5925
4;collection collect all;neo4j;100;1;0;build;40;88
4;collection collect all;neo4j;100;1;0;exec;40;8452
4;collection collect all;neo4j;100;1;0;total;40;8540
4;collection collect all;postgres;100;1;0;build;41;174
4;collection collect all;postgres;100;1;0;exec;41;807
4;collection collect all;postgres;100;1;0;total;41;982
4;collection collect all;mongo;100;1;0;build;41;2616
4;collection collect all;mongo;100;1;0;exec;41;2279
4;collection collect all;mongo;100;1;0;total;41;4895
4;collection collect all;neo4j;100;1;0;build;41;58
4;collection collect all;neo4j;100;1;0;exec;41;8403
4;collection collect all;neo4j;100;1;0;total;41;8462
4;collection collect all;postgres;100;1;0;build;42;194
4;collection collect all;postgres;100;1;0;exec;42;872
4;collection collect all;postgres;100;1;0;total;42;1066
4;collection collect all;mongo;100;1;0;build;42;2983
4;collection collect all;mongo;100;1;0;exec;42;2613
4;collection collect all;mongo;100;1;0;total;42;5596
4;collection collect all;neo4j;100;1;0;build;42;136
4;collection collect all;neo4j;100;1;0;exec;42;8689
4;collection collect all;neo4j;100;1;0;total;42;8825
4;collection collect all;postgres;100;1;0;build;43;191
4;collection collect all;postgres;100;1;0;exec;43;969
4;collection collect all;postgres;100;1;0;total;43;1160
4;collection collect all;mongo;100;1;0;build;43;2848
4;collection collect all;mongo;100;1;0;exec;43;2518
4;collection collect all;mongo;100;1;0;total;43;5367
4;collection collect all;neo4j;100;1;0;build;43;57
4;collection collect all;neo4j;100;1;0;exec;43;9348
4;collection collect all;neo4j;100;1;0;total;43;9405
4;collection collect all;postgres;100;1;0;build;44;140
4;collection collect all;postgres;100;1;0;exec;44;791
4;collection collect all;postgres;100;1;0;total;44;931
4;collection collect all;mongo;100;1;0;build;44;3094
4;collection collect all;mongo;100;1;0;exec;44;2753
4;collection collect all;mongo;100;1;0;total;44;5847
4;collection collect all;neo4j;100;1;0;build;44;59
4;collection collect all;neo4j;100;1;0;exec;44;7820
4;collection collect all;neo4j;100;1;0;total;44;7880
4;collection collect all;postgres;100;1;0;build;45;131
4;collection collect all;postgres;100;1;0;exec;45;729
4;collection collect all;postgres;100;1;0;total;45;860
4;collection collect all;mongo;100;1;0;build;45;2668
4;collection collect all;mongo;100;1;0;exec;45;2319
4;collection collect all;mongo;100;1;0;total;45;4987
4;collection collect all;neo4j;100;1;0;build;45;53
4;collection collect all;neo4j;100;1;0;exec;45;8252
4;collection collect all;neo4j;100;1;0;total;45;8305
4;collection collect all;postgres;100;1;0;build;46;178
4;collection collect all;postgres;100;1;0;exec;46;764
4;collection collect all;postgres;100;1;0;total;46;942
4;collection collect all;mongo;100;1;0;build;46;2661
4;collection collect all;mongo;100;1;0;exec;46;2321
4;collection collect all;mongo;100;1;0;total;46;4983
4;collection collect all;neo4j;100;1;0;build;46;57
4;collection collect all;neo4j;100;1;0;exec;46;6599
4;collection collect all;neo4j;100;1;0;total;46;6656
4;collection collect all;postgres;100;1;0;build;47;120
4;collection collect all;postgres;100;1;0;exec;47;1187
4;collection collect all;postgres;100;1;0;total;47;1308
4;collection collect all;mongo;100;1;0;build;47;2528
4;collection collect all;mongo;100;1;0;exec;47;2182
4;collection collect all;mongo;100;1;0;total;47;4710
4;collection collect all;neo4j;100;1;0;build;47;55
4;collection collect all;neo4j;100;1;0;exec;47;7507
4;collection collect all;neo4j;100;1;0;total;47;7562
4;collection collect all;postgres;100;1;0;build;48;177
4;collection collect all;postgres;100;1;0;exec;48;744
4;collection collect all;postgres;100;1;0;total;48;921
4;collection collect all;mongo;100;1;0;build;48;2582
4;collection collect all;mongo;100;1;0;exec;48;2256
4;collection collect all;mongo;100;1;0;total;48;4838
4;collection collect all;neo4j;100;1;0;build;48;86
4;collection collect all;neo4j;100;1;0;exec;48;7957
4;collection collect all;neo4j;100;1;0;total;48;8044
4;collection collect all;postgres;100;1;0;build;49;197
4;collection collect all;postgres;100;1;0;exec;49;878
4;collection collect all;postgres;100;1;0;total;49;1076
4;collection collect all;mongo;100;1;0;build;49;2708
4;collection collect all;mongo;100;1;0;exec;49;2374
4;collection collect all;mongo;100;1;0;total;49;5083
4;collection collect all;neo4j;100;1;0;build;49;53
4;collection collect all;neo4j;100;1;0;exec;49;7324
4;collection collect all;neo4j;100;1;0;total;49;7378
4;collection collect all;postgres;100;1;0;build;50;176
4;collection collect all;postgres;100;1;0;exec;50;961
4;collection collect all;postgres;100;1;0;total;50;1138
4;collection collect all;mongo;100;1;0;build;50;2616
4;collection collect all;mongo;100;1;0;exec;50;2185
4;collection collect all;mongo;100;1;0;total;50;4802
4;collection collect all;neo4j;100;1;0;build;50;64
4;collection collect all;neo4j;100;1;0;exec;50;9455
4;collection collect all;neo4j;100;1;0;total;50;9519
4;collection collect all;postgres;100;1;0;build;51;173
4;collection collect all;postgres;100;1;0;exec;51;794
4;collection collect all;postgres;100;1;0;total;51;968
4;collection collect all;mongo;100;1;0;build;51;2355
4;collection collect all;mongo;100;1;0;exec;51;2020
4;collection collect all;mongo;100;1;0;total;51;4375
4;collection collect all;neo4j;100;1;0;build;51;65
4;collection collect all;neo4j;100;1;0;exec;51;8530
4;collection collect all;neo4j;100;1;0;total;51;8595
4;collection collect all;postgres;100;1;0;build;52;114
4;collection collect all;postgres;100;1;0;exec;52;683
4;collection collect all;postgres;100;1;0;total;52;797
4;collection collect all;mongo;100;1;0;build;52;2610
4;collection collect all;mongo;100;1;0;exec;52;2280
4;collection collect all;mongo;100;1;0;total;52;4891
4;collection collect all;neo4j;100;1;0;build;52;54
4;collection collect all;neo4j;100;1;0;exec;52;7725
4;collection collect all;neo4j;100;1;0;total;52;7780
4;collection collect all;postgres;100;1;0;build;53;130
4;collection collect all;postgres;100;1;0;exec;53;799
4;collection collect all;postgres;100;1;0;total;53;929
4;collection collect all;mongo;100;1;0;build;53;2559
4;collection collect all;mongo;100;1;0;exec;53;2219
4;collection collect all;mongo;100;1;0;total;53;4779
4;collection collect all;neo4j;100;1;0;build;53;57
4;collection collect all;neo4j;100;1;0;exec;53;8878
4;collection collect all;neo4j;100;1;0;total;53;8935
4;collection collect all;postgres;100;1;0;build;54;174
4;collection collect all;postgres;100;1;0;exec;54;803
4;collection collect all;postgres;100;1;0;total;54;977
4;collection collect all;mongo;100;1;0;build;54;2960
4;collection collect all;mongo;100;1;0;exec;54;2626
4;collection collect all;mongo;100;1;0;total;54;5586
4;collection collect all;neo4j;100;1;0;build;54;50
4;collection collect all;neo4j;100;1;0;exec;54;7272
4;collection collect all;neo4j;100;1;0;total;54;7322
4;collection collect all;postgres;100;1;0;build;55;118
4;collection collect all;postgres;100;1;0;exec;55;870
4;collection collect all;postgres;100;1;0;total;55;989
4;collection collect all;mongo;100;1;0;build;55;2562
4;collection collect all;mongo;100;1;0;exec;55;2208
4;collection collect all;mongo;100;1;0;total;55;4771
4;collection collect all;neo4j;100;1;0;build;55;57
4;collection collect all;neo4j;100;1;0;exec;55;7111
4;collection collect all;neo4j;100;1;0;total;55;7168
4;collection collect all;postgres;100;1;0;build;56;165
4;collection collect all;postgres;100;1;0;exec;56;953
4;collection collect all;postgres;100;1;0;total;56;1118
4;collection collect all;mongo;100;1;0;build;56;2136
4;collection collect all;mongo;100;1;0;exec;56;1783
4;collection collect all;mongo;100;1;0;total;56;3919
4;collection collect all;neo4j;100;1;0;build;56;58
4;collection collect all;neo4j;100;1;0;exec;56;7494
4;collection collect all;neo4j;100;1;0;total;56;7552
4;collection collect all;postgres;100;1;0;build;57;182
4;collection collect all;postgres;100;1;0;exec;57;982
4;collection collect all;postgres;100;1;0;total;57;1165
4;collection collect all;mongo;100;1;0;build;57;2349
4;collection collect all;mongo;100;1;0;exec;57;2016
4;collection collect all;mongo;100;1;0;total;57;4366
4;collection collect all;neo4j;100;1;0;build;57;57
4;collection collect all;neo4j;100;1;0;exec;57;7517
4;collection collect all;neo4j;100;1;0;total;57;7575
4;collection collect all;postgres;100;1;0;build;58;165
4;collection collect all;postgres;100;1;0;exec;58;939
4;collection collect all;postgres;100;1;0;total;58;1104
4;collection collect all;mongo;100;1;0;build;58;1996
4;collection collect all;mongo;100;1;0;exec;58;1673
4;collection collect all;mongo;100;1;0;total;58;3669
4;collection collect all;neo4j;100;1;0;build;58;51
4;collection collect all;neo4j;100;1;0;exec;58;7013
4;collection collect all;neo4j;100;1;0;total;58;7064
4;collection collect all;postgres;100;1;0;build;59;118
4;collection collect all;postgres;100;1;0;exec;59;690
4;collection collect all;postgres;100;1;0;total;59;808
4;collection collect all;mongo;100;1;0;build;59;2401
4;collection collect all;mongo;100;1;0;exec;59;2078
4;collection collect all;mongo;100;1;0;total;59;4480
4;collection collect all;neo4j;100;1;0;build;59;54
4;collection collect all;neo4j;100;1;0;exec;59;6419
4;collection collect all;neo4j;100;1;0;total;59;6473
4;collection collect all;postgres;100;1;0;build;60;179
4;collection collect all;postgres;100;1;0;exec;60;996
4;collection collect all;postgres;100;1;0;total;60;1175
4;collection collect all;mongo;100;1;0;build;60;3031
4;collection collect all;mongo;100;1;0;exec;60;2687
4;collection collect all;mongo;100;1;0;total;60;5718
