collection_size;result_size
100;6749
100;5458
100;25
100;14
100;11
100;29
100;38
100;25
100;25
100;1083
100;389
