driver,query_shape,phase,n,mean,median,std,cv,min,p90,p95,p99,max
postgres,collection string equality multiple,exec,2949.0,706.7836554764327,525.0,428.3411424541495,0.6060427956068267,243.0,1265.0,1499.1999999999998,1847.04,2267.0
mongo,collection string equality multiple,total,2950.0,3206.473220338983,1983.5,2751.463061309362,0.8580963794915093,468.0,7103.0,7384.0,8022.569999999998,12050.0
neo4j,collection string equality multiple,total,2943.0,2707.821610601427,2028.0,1519.4026297328649,0.5611162211662069,1049.0,4793.0,5092.0,5989.019999999999,8457.0
postgres,collection string equality multiple,total,2947.0,732.6141839158466,555.0,432.49005275522507,0.5903380827867019,259.0,1298.4000000000005,1533.6999999999998,1878.3999999999996,2295.0
mongo,collection string in list,build,2938.0,30.996936691626956,31.0,11.811696050041158,0.3810601082148802,12.0,46.0,51.0,60.63000000000011,73.0
neo4j,collection string in list,build,2887.0,11.601316245237271,12.0,2.1199408814986413,0.1827327896840109,7.0,14.0,14.0,16.139999999999873,17.0
postgres,collection string in list,build,2914.0,29.661290322580644,27.0,7.801095224198264,0.2630059292551889,18.0,39.0,44.0,51.86999999999989,58.0
mongo,collection string in list,exec,2950.0,3509.8501694915253,2219.5,3033.809991303839,0.8643702280155593,498.0,7811.2,8132.099999999999,8950.90999999999,11108.0
neo4j,collection string in list,exec,2948.0,3272.3992537313434,2269.0,2048.601326847624,0.6260242617130879,1032.0,6051.6,6473.500000000001,7675.59,11551.0
postgres,collection string in list,exec,2949.0,928.1353001017294,639.0,615.115839719506,0.6627437181325669,262.0,1908.4000000000005,2052.6,2273.12,2687.0
mongo,collection string in list,total,2950.0,3543.642372881356,2254.0,3045.074619616296,0.859306413908898,516.0,7864.2,8189.099999999999,9039.729999999994,11153.0
neo4j,collection string in list,total,2948.0,3284.9192672998643,2282.5,2049.910469113949,0.6240367882157826,1042.0,6066.3,6490.100000000001,7690.180000000001,11580.0
postgres,collection string in list,total,2949.0,959.9393014581213,677.0,615.8307607013232,0.6415309382227535,287.0,1942.800000000001,2081.7999999999997,2309.3599999999997,2759.0
mongo,connection all,build,783.0,410.8403575989783,402.0,28.040321823292274,0.0682511377099483,381.0,445.80000000000007,477.0,520.5399999999998,531.0
neo4j,connection all,build,859.0,11.023282887077997,10.0,1.615605114525854,0.1465629732155147,8.0,13.0,14.0,16.0,17.0
postgres,connection all,build,941.0,79.99362380446334,69.0,21.07690986633585,0.26348237351837334,54.0,104.0,110.0,126.40000000000009,150.0
mongo,connection all,exec,865.0,1106.7086705202312,1081.0,68.1761283247016,0.06160259708876592,1007.0,1208.6,1257.0,1311.08,1324.0
neo4j,connection all,exec,934.0,2764.7687366167024,2737.0,303.8476518732446,0.10989984364662214,2132.0,3205.7,3304.7,3496.399999999999,3655.0
postgres,connection all,exec,916.0,1111.0993449781658,1071.5,96.02703375969307,0.08642524558556021,976.0,1263.5,1301.25,1366.4,1410.0
mongo,connection all,total,886.0,1562.1241534988712,1501.0,137.35827351475754,0.08793044599374526,1406.0,1795.0,1869.0,1953.15,1981.0
neo4j,connection all,total,934.0,2779.2334047109207,2755.0,303.4009920381705,0.10916715074160116,2176.0,3217.8,3316.35,3507.3899999999994,3665.0
postgres,connection all,total,918.0,1193.6013071895425,1160.5,103.94447430598419,0.08708475240424475,1036.0,1359.3000000000002,1391.0,1456.83,1522.0
mongo,connection all only,build,876.0,452.6027397260274,452.0,12.81827951123629,0.028321259210661295,424.0,469.0,476.25,488.0,491.0
neo4j,connection all only,build,874.0,9.342105263157896,9.0,0.7024018084232675,0.07518667245094131,8.0,10.0,11.0,11.0,11.0
postgres,connection all only,build,941.0,58.92029755579171,62.0,12.648817214769252,0.21467673687139935,38.0,71.0,78.0,89.0,100.0
mongo,connection all only,exec,919.0,1139.6093579978237,1095.0,109.13975749535601,0.09576944654710744,976.0,1307.2,1356.1999999999998,1435.6399999999999,1476.0
neo4j,connection all only,exec,943.0,2251.521739130435,2228.0,278.2304244918154,0.12357438955897952,1671.0,2610.8,2716.8,2977.9600000000005,3073.0
